Question,Labels,Annotation Type
"توتر شديد عند المواقف غير المريحة مثل نقاش حاد او خناق او ملاسنة كلامية او اي شيء مهما كان بسيطا والاعراض
اضطراب قوي بالتنفس
زيادة ضربات القلبب
رجفة
صعوبة بلكلام
فقدان تركيز",['No'],Pseudo-labeling
التفكير في قتل احد انتحار اشوف شغلات مموجودة هلاوس وصارت هواي شغلات ابحياتي اتراكمت عليه ومدا اكدر احجي وية احد,['Social|Relationship'],Pseudo-labeling
اعاني من هبات سخنة وحزن والألام بكل جسمي واكتر شئ باليد اليمين كترة النسيان والشرود وإحساس بأني لن أتمكن من القدرة على انجاز حتى الطبخ علما اني عمري خمسين والدورة توقفت من ٣ سنين وادرك انه ليس الاكتئاب لاني في كثير من أوقاتي اكون متفائلة ولكن الآلام توقفني عن التفكير بالتقدم،، اخذ بروكسين احيان,['No'],Pseudo-labeling
اعاني الخوف من الموت ارتجف اتعرق دوخه لا اشعر بالدنياحروره فالمعده اخاف انام وان نمت اقوم ارجف واشعر سوف اموت لا احس بالدنيا متوتره وقلقه جدا مخي مثل احد جالس يخبرني سوف اموت,['No'],Pseudo-labeling
هناك ناس اتحدث معهم و هم غير حقيقيين و اعاني من الغضب لاتفه الاسباب و افكر كثيرا فالانتحار,['No'],Pseudo-labeling
اعاني من رجفة الراس عند الاستيقاظ او قبل النوم او بعد النشاط البدني او عند نوبات القلق،وعندما اخرج من المنزل واذهب لمكان مغلق او مزدحم او في المسجد تاتي نوبه هلع ، ايضا عندما اذهب للرقية انصرع . صرف لي الدكتور سيمبالتا ، ولم اخذه بسبب الخوف من الانتكاسه او الادمان . اريد معرفة رجفة الراس فقط ماهي ؟,['No'],Pseudo-labeling
دكتور انا احس بضيقه انا ودي اصارخ ب اعلى صوتي انا صرت اكره اجلس معا اهلي دكتور انا فيني خوف مو طبيعي انا اخاف من اي شي انا ابكي على اي شي انا اتذكر اشياء صارت من زمان وابكي,['Social|Relationship'],Pseudo-labeling
أود فقط الذهاب الى السرير و البُكاء ، اود ان انعزل لوحدي ولا اكلم احد ، ابدأ اتخيل مواقف مو حلوه عشان ابكي واطلع اللي فيني والاشياء اللي كانت تخليني مبسوطه معد انبسط فيه .,['No'],Pseudo-labeling
اعانى من تقلبات مزاجيه وعاطفيه ورهاب اجتماعى متوسط انا باخد اوكسى تروبيل وفى تقلبات مزاجيه ومفيش مشاعر خالص ولا عواطف وبعدها اخت موداسوميل مع اوكسى تروبيل بقا عندى مشاعر وعواطف بس متقلب يعنى يكون مثلا النهردا مبسوط ومزاجى معتدل وعندى مشاعر وعواطف واجتماعى يجى اليوم الى بعده كل ده يقل تدريجيا .......,['No'],Pseudo-labeling
قلق خوف الارق في الليل عدم تركيز دراسة تفكير زائد السلبية عدم ثقة النفس احراج زائد عندما احاول ان اكون في مجتمع,['Social|Relationship'],Pseudo-labeling
انا اعاني من الاكتئاب من سنتين تقريبا ولا استطيع زيارة طبيب نفسي وكانت تأتيني افكار انتحار وعدم الاحساس بالحياة ابدا قرات تجارب لكثير من الاشخاص اللذين استخدموا 5htp هل استطيع اخذه لعلاج الاكتئاب دون الحاجة لاستخدام ادوية وهل اذا تحسنت على استخدامه يعني اني تعافيت؟وتركه هل يرجعني الى حالتي السابقة .,['No'],Pseudo-labeling
الشعور بالحزن و الرغبه بالعزله و الخوف من الاختلاط بالناس,['No'],Pseudo-labeling
السلام عليكم اعاني من كثره التفكير بامور الحياه وخاصه الامور الماضيه وايضا اعاني من كثره الوسوسه والشك وعند التفكير في موضوع لا ارادي اربطه مع مواضيع سابقه وابدا ابحر في التفكير .,['No'],Pseudo-labeling
"اشعر بحزن شديد دائما ولكني اخفيه واظهر ان سعيده بالمواقف التي تتطلب مني ذلك , اشعر ب احباط ومن كثرة التفكير الصداع يتحكم بي , اشعر بتعب جسدي متقطع ولكن الصداع شيء اساسي بيومي , مررت بمواقف صعبه وعائلتي لم تعلم , مررت بالتحرش من قبل ولد اخو امي ومستمره ب اخفاءه ولكنه يولمني بشده , والتنمر على جسدي لا",['Social|Relationship'],Pseudo-labeling
عدم القدره على الكلام او التردد او التفهيه امام الاخرين او الغرباء عدم القدره على ترتيب الكلام او تسميه شي بشكل صحيح ونسيان الاسماء,['Social|Relationship'],Pseudo-labeling
"سلام عليكم , انا حلم حياتي اصير جراح , لكن عندي مشكله نفسيه انه لما اشوف حد مصاب او عمليه جراحيه بفيديو اشعر بقشعريره غريبه والم وهمي هل هذا الشيء ممكن يزول , او ممكن يخليني اتخلى عن حلمي ؟",['No'],Pseudo-labeling
تتراكم الأحداث المغضبة امامي فجأة و أستمر بالبكاء طوال اليوم احيانا بدون سبب لكن أحمد الله لأنني ليس لدي سبب كارثي للبكاء انا فقط أشعر برغبة بالبكاء هذا لا يعني اني لست راضية,['No'],Pseudo-labeling
"انا اخدت انديرال ١٠مجم ودوجماتيل٥٠ ملجم ٣ مرات كل يوم من كل دواء لمدة ٣ اسابيع تقريبا فترة الامتحانات واريد الان ايقافه بشكل امن
هل اوقفه ع طول ولا اقلل الجرعه",['No'],Pseudo-labeling
اغماء يستمر لعدة ثواني وتوتر عند الغضب وخوف مصحوب بالبكاء وضيق التنفس,['No'],Pseudo-labeling
استخدمت دواء سيروكسات 20 لعلاج الرهاب الاجتماعي بدأت به تدريجيا و اوقفته تدريجيا واستخدمته لمدة 6 أشهر حبتين كاملتين اختفى فيها الخجل المبالغ و احمرار الوجه و زادت علاقاتي الاجتماعية لكن عادت لاعراض سريعا عندما توقفت عن استخدامه ماسبب ذلك والاهم ما الحل!! تعبت من الخجل واحمرار الوجه المبالغ في,['No'],Pseudo-labeling
"اعاني منذ اكثر من شهر الم (ووش) مستمر بالاذن
ذهبت ل اكثر من متخصص واعطاني دواء وكما هو الحال
توضيح..ارق وقلق من فترة وانام اقل من ٥ ساعات
اضع الهاتف تحت الاذن لانام.. شكرا",['No'],Pseudo-labeling
"منذ تسع سنوات كنت اتناول دواء الدوغماتيل لمعالجة القلق و التوتر و لكن حدثت أعراض جانبية تمثلت في زيادة المخاوف و كنت أعاني من الاكتئاب دون أي سبب لذا توقفت عن تناوله. و قد قرأت أن الدوغامتيل يقلل من عمل مستقبلات الدوبامين و أن من الأعراض الجانبية هي الاكتئاب. فهل الدوغماتيل يسبب ذلك؟
و شكراً،،",['No'],Pseudo-labeling
"اريد الخروج من قوقعتي,اريد ان اكون اجتماعيه واتخلص من التوتر",['No'],Pseudo-labeling
فقدان في التركيز ، تراجع دراسي ، قالون ، اكتئاب ، قلق ، صداع .,['No'],Pseudo-labeling
اعاني من تقلبات مزاجيه ودايم لما احد يتعرف علي اتركه وتجيني حالات اترك الي حولي واعاني من هاذا الشي هل هاذا طبيعي لدرجه صرت وحيده بعدين اندم الحاله لها اكثر من سنتين معي,['Social|Relationship'],Pseudo-labeling
انا باخد اكتينون و ريسبيردال من شهر كده و مخفتش ..حاسس اني بفكر اكتر عن زمان و معدتش ببقي عايز اقعد مع صحابي زي قبل العلاج ..تعبان من ٦سنين و بدأت مع الدكتور ده من شهر ..زهقت من الدنيا و خايف اكون ماشي في طريق غلط ..هي افكار بأذي الزوجه و انا مش متجوز و افكار تانيه ..بس دي اللي بتتعبني.و هيجاان قوي,['No'],Pseudo-labeling
